Feature_1,Feature_2,Feature_3,Feature_4,Price
3.745401188473625,9.50714306409916,7.319939418114051,5.986584841970366,-359.7362741690779
1.5601864044243652,1.5599452033620265,0.5808361216819946,8.661761457749352,54.128211399800534
6.011150117432088,7.080725777960454,0.20584494295802447,9.699098521619943,163.75669796838548
8.324426408004218,2.1233911067827616,1.8182496720710062,1.8340450985343382,36.423818232077714
3.0424224295953772,5.247564316322379,4.319450186421157,2.9122914019804194,-44.41904883668968
6.118528947223795,1.3949386065204183,2.9214464853521815,3.663618432936917,-0.3087748123411913
4.56069984217036,7.851759613930136,1.9967378215835974,5.142344384136116,144.98088966321168
5.924145688620425,0.46450412719997725,6.075448519014383,1.7052412368729153,-318.4059738627383
0.6505159298527952,9.488855372533333,9.656320330745594,8.08397348116461,-1130.0999158340428
3.0461376917337066,0.9767211400638387,6.842330265121569,4.4015249373960135,-446.66675240929766
1.2203823484477883,4.951769101112702,0.34388521115218396,9.093204020787821,97.62308299072103
2.587799816000169,6.62522284353982,3.1171107608941098,5.200680211778108,74.04357469589678
5.4671027934327965,1.8485445552552704,9.695846277645586,7.7513282336111455,-1309.9880929999526
9.394989415641891,8.948273504276488,5.978999788110851,9.218742350231167,-83.14675065114133
0.884925020519195,1.959828624191452,0.45227288910538066,3.2533033076326436,19.87871932337782
3.8867728968948203,2.713490317738959,8.287375091519294,3.567533266935893,-805.6684813780703
2.8093450968738076,5.426960831582485,1.4092422497476265,8.021969807540398,98.23255100094202
0.7455064367977082,9.868869366005173,7.722447692966574,1.987156815341724,-487.60684145967326
0.05522117123602399,8.154614284548341,7.068573438476172,7.2900716804098735,-367.4914856114402
7.712703466859457,0.7404465173409036,3.5846572854427263,1.1586905952512971,-41.57194619905939
8.631034258755935,6.232981268275579,3.308980248526492,0.6355835028602363,57.30091782272585
3.109823217156622,3.2518332202674705,7.29606178338064,6.3755747135521315,-517.6472831143761
8.872127425763265,4.722149251619493,1.195942459383017,7.13244787222995,109.20232336748802
7.607850486168974,5.612771975694963,7.70967179954561,4.937955963643907,-574.2527646156095
5.227328293819941,4.275410183585496,0.2541912674409519,1.0789142699330445,52.09183539731521
0.3142918568673425,6.364104112637804,3.143559810763267,5.085706911647028,59.12426879768296
9.07566473926093,2.4929222914887497,4.103829230356297,7.555511385430487,-30.138554144817647
2.2879816549162246,0.7697990982879299,2.8975145291376805,1.6122128725400442,-13.726452798318935
9.29697652342573,8.08120379564417,6.334037565104235,8.714605901877178,-185.09095810408624
8.036720768991145,1.8657005888603584,8.925589984899778,5.393422419156507,-1004.093733715105
8.074401551640625,8.960912999234932,3.1800347497186388,1.1005192452767676,146.54876446053828
2.279351625419417,4.271077886262563,8.18014765922493,8.607305832563434,-725.5527121829343
0.06952130531190703,5.107473025775658,4.17411003148779,2.2210781047073027,-47.651413864300146
1.198653673336828,3.3761517140362796,9.429097039125192,3.2320293202075523,-1211.3668952117162
5.187906217433661,7.030189588951778,3.63629602379294,9.717820827209607,102.28601555024571
9.624472949421111,2.5178229582536416,4.972485058923855,3.0087830981676964,-130.91358114970018
2.848404943774676,0.36886947354532795,6.095643339798968,5.026790232288615,-313.46642579086694
0.5147875124998935,2.7864646423661146,9.082658859666537,2.395618906669724,-1104.2555399160124
1.448948720912231,4.89452760277563,9.856504541106007,2.4205527151150044,-1368.42323324794
6.721355474058786,7.616196153287175,2.3763754399239967,7.282163486118596,143.04236118408377
3.677831327192532,6.3230583059357945,6.335297107608947,5.357746840747585,-265.48736113017844
0.902897700544083,8.35302495589238,3.2078006497173583,1.8651851039985423,104.25490549140117
